gene_id,length_bp
YER131W_BY4742,721
YER132C_BY4742,5262
YER133W-A_BY4742,342
YER133W_BY4742,1464
YER133W_mRNA,1464
YER134C_BY4742,537
YER135C_BY4742,393
YER136W_BY4742,1356
YER137C-A_BY4742,1323
YER137C_BY4742,447
YER137W-A_BY4742,306
YER138C_BY4742,5269
YER138C_mRNA,5269
YER138W-A_BY4742,105
YER139C_BY4742,681
YER140W_BY4742,1671
YER141W_BY4742,1461
YER142C_BY4742,891
YER143W_BY4742,1287
YER144C_BY4742,2418
YER145C-A_BY4742,438
YER145C_BY4742,1215
YER146W_BY4742,282
YER147C-A_BY4742,411
YER147C_BY4742,1875
YER148W-A_BY4742,579
YER148W_BY4742,723
YER149C_BY4742,1263
YER150W_BY4742,447
YER151C_BY4742,2739
YER152C_BY4742,1332
YER152W-A_BY4742,567
YER153C_BY4742,765
YER154W_BY4742,1209
YER155C_BY4742,6504
YER156C_BY4742,1017
YER157W_BY4742,2406
YER158C_BY4742,1722
YER158W-A_BY4742,216
YER159C-A_BY4742,1323
YER159C_BY4742,429
YER160C_BY4742,5269
YER160C_mRNA,5269
YER161C_BY4742,1002
YER162C_BY4742,2265
YER163C_BY4742,699
YER164W_BY4742,4407
YER165C-A_BY4742,357
YER165W_BY4742,1734
YER166W_BY4742,4716
YER167W_BY4742,2556
YER168C_BY4742,1641
YER169W_BY4742,2391
YER170W_BY4742,678
YER171W_BY4742,2337
YER172C-A_BY4742,381
YER172C_BY4742,6492
YER173W_BY4742,1980
YER174C_BY4742,735
YER175C_BY4742,900
YER175W-A_BY4742,165
YER176W_BY4742,3366
YER177W_BY4742,804
YER178W_BY4742,1263
YER179W_BY4742,1097
YER179W_mRNA,1097
YER180C-A_BY4742,258
YER180C_BY4742,804
YER181C_BY4742,324
YER182W_BY4742,735
YER183C_BY4742,636
YER184C_BY4742,2385
YER185W_BY4742,912
YER186C_BY4742,921
YER187W_BY4742,426
YER188C-A_BY4742,300
YER188W_BY4742,720
YER189W_BY4742,369
YER190C-A_BY4742,576
YER190C-B_BY4742,483
YER190W_BY4742,5046
YFL001W_BY4742,1329
YFL002C_BY4742,1821
YFL002W-A_BY4742,5314
YFL002W-A_mRNA,5314
YFL002W-B_BY4742,1317
YFL003C_BY4742,2637
YFL004W_BY4742,2487
YFL005W_BY4742,648
YFL007W_BY4742,6432
YFL008W_BY4742,3678
YFL009W_BY4742,2340
YFL010C_BY4742,636
YFL010W-A_BY4742,285
YFL011W_BY4742,1641
YFL012W-A_BY4742,375
YFL012W_BY4742,447
YFL013C_BY4742,2079
YFL013W-A_BY4742,804
YFL014W_BY4742,330
YFL015C_BY4742,495
YFL015W-A_BY4742,318
YFL016C_BY4742,1536
YFL017C_BY4742,480
YFL017W-A_BY4742,234
YFL018C_BY4742,1500
YFL019C_BY4742,354
YFL020C_BY4742,369
YFL021C-A_BY4742,855
YFL021W_BY4742,1533
YFL022C_BY4742,1512
YFL023W_BY4742,2391
YFL024C_BY4742,2499
YFL025C_BY4742,3090
YFL026W_BY4742,1296
YFL027C_BY4742,1494
YFL028C_BY4742,870
YFL029C_BY4742,1107
YFL030W_BY4742,1158
YFL031C-A_BY4742,102
YFL031W_BY4742,969
YFL031W_mRNA,969
YFL032W_BY4742,321
YFL033C_BY4742,5313
YFL034C-A_BY4742,690
YFL034C-A_mRNA,690
YFL034C-B_BY4742,978
YFL034C-B_mRNA,978
YFL034W_BY4742,3222
YFL036W_BY4742,4056
YFL037W_BY4742,1374
YFL038C_BY4742,621
YFL039C_BY4742,1437
YFL039C_mRNA,1437
YFL040W_BY4742,1623
YFL041W-A_BY4742,192
YFL041W_BY4742,1869
YFL042C_BY4742,2025
YFL044C_BY4742,906
YFL045C_BY4742,765
YFL046W_BY4742,624
YFL047W_BY4742,2145
YFL048C_BY4742,1338
YFL049W_BY4742,1872
YFL050C_BY4742,2577
YFL051C_BY4742,483
YFL052W_BY4742,1398
YFL053W_BY4742,1776
YFL054C_BY4742,1941
YFL055W_BY4742,1677
YFL056C_BY4742,639
YFL057C_BY4742,459
YFL058W_BY4742,1023
YFL059W_BY4742,897
YFL060C_BY4742,669
YFL061W_BY4742,678
YFL062W_BY4742,1140
YFL063W_BY4742,456
YFL064C_BY4742,525
YFL065C_BY4742,309
YFL066C_BY4742,1179
YFL067W_BY4742,528
YFL068W_BY4742,483
YFR001W_BY4742,615
YFR002W_BY4742,2520
YFR003C_BY4742,468
YFR004W_BY4742,921
YFR005C_BY4742,1347
YFR006W_BY4742,1608
YFR007W_BY4742,1062
YFR008W_BY4742,666
YFR009W-A_BY4742,258
YFR009W_BY4742,2259
YFR010W-A_BY4742,189
YFR010W_BY4742,1500
YFR011C_BY4742,513
YFR012W-A_BY4742,87
YFR012W_BY4742,609
YFR013W_BY4742,2364
YFR014C_BY4742,1341
YFR015C_BY4742,2127
YFR016C_BY4742,3702
YFR017C_BY4742,588
YFR018C_BY4742,1092
YFR019W_BY4742,6837
YFR020W_BY4742,699
YFR021W_BY4742,1503
YFR022W_BY4742,2202
YFR023W_BY4742,1836
YFR024C-A_BY4742,1474
YFR024C-A_mRNA,1474
YFR025C_BY4742,1008
YFR026C_BY4742,510
YFR027W_BY4742,846
YFR028C_BY4742,1656
YFR029W_BY4742,2037
YFR030W_BY4742,3108
YFR031C-A_BY4742,912
YFR031C-A_mRNA,912
YFR031C_BY4742,3513
YFR032C-A_BY4742,511
YFR032C-B_BY4742,264
YFR032C_BY4742,870
YFR033C_BY4742,444
YFR034C_BY4742,939
YFR034W-A_BY4742,288
YFR035C_BY4742,345
YFR036W-A_BY4742,651
YFR036W_BY4742,375
YFR037C_BY4742,1674
YFR038W_BY4742,2562
YFR039C_BY4742,1533
YFR040W_BY4742,3009
YFR041C_BY4742,888
YFR042W_BY4742,603
YFR043C_BY4742,714
YFR044C_BY4742,1446
YFR045W_BY4742,1002
YFR045W_mRNA,1002
YFR046C_BY4742,1086
YFR047C_BY4742,888
YFR048W_BY4742,1989
YFR049W_BY4742,372
YFR050C_BY4742,801
YFR051C_BY4742,1641
YFR052C-A_BY4742,306
YFR052W_BY4742,825
YFR053C_BY4742,1458
YFR054C_BY4742,579
YFR055W_BY4742,1023
YFR056C_BY4742,369
YFR057W_BY4742,456
YGL001C_BY4742,1050
YGL002W_BY4742,651
YGL003C_BY4742,1701
YGL004C_BY4742,1254
YGL005C_BY4742,840
YGL006W-A_BY4742,111
YGL006W_BY4742,3522
YGL007C-A_BY4742,87
YGL007W_BY4742,378
YGL008C_BY4742,2757
YGL009C_BY4742,2340
YGL010W_BY4742,525
YGL011C_BY4742,759
YGL012W_BY4742,1422
YGL013C_BY4742,3207
YGL014C-A_BY4742,162
YGL014W_BY4742,2667
YGL015C_BY4742,393
YGL016W_BY4742,3246
YGL017W_BY4742,1512
YGL018C_BY4742,555
YGL019W_BY4742,837
YGL020C_BY4742,708
YGL021W_BY4742,2283
YGL022W_BY4742,2157
YGL023C_BY4742,1908
YGL024W_BY4742,336
YGL025C_BY4742,1194
YGL026C_BY4742,2124
YGL027C_BY4742,2502
YGL028C_BY4742,1629
YGL029W_BY4742,363
YGL030W_BY4742,548
YGL030W_mRNA,548
YGL031C_BY4742,924
YGL032C_BY4742,264
YGL033W_BY4742,727
YGL033W_mRNA,727
YGL034C_BY4742,366
YGL035C_BY4742,1515
YGL036W_BY4742,2730
YGL037C_BY4742,651
YGL038C_BY4742,1443
YGL039W_BY4742,1047
YGL040C_BY4742,1029
YGL041C-B_BY4742,183
YGL041C_BY4742,204
YGL041W-A_BY4742,465
YGL042C_BY4742,306
YGL043W_BY4742,930
YGL044C_BY4742,891
YGL045W_BY4742,1629
YGL047W_BY4742,609
YGL048C_BY4742,1218
YGL049C_BY4742,2745
YGL050W_BY4742,822
YGL051W_BY4742,705
YGL052W_BY4742,306
YGL053W_BY4742,714
YGL054C_BY4742,417
YGL055W_BY4742,1533
YGL056C_BY4742,1584
YGL057C_BY4742,864
YGL058W_BY4742,519
YGL059W_BY4742,1476
YGL060W_BY4742,1926
YGL061C_BY4742,744
YGL062W_BY4742,3537
YGL063C-A_BY4742,150
YGL063W_BY4742,1113
YGL064C_BY4742,1686
YGL065C_BY4742,1512
YGL066W_BY4742,1974
YGL067W_BY4742,1155
YGL068W_BY4742,585
YGL069C_BY4742,465
YGL070C_BY4742,369
YGL071W_BY4742,2073
YGL072C_BY4742,360
YGL073W_BY4742,2502
YGL074C_BY4742,327
YGL075C_BY4742,1164
YGL076C_BY4742,1662
YGL076C_mRNA,1662
YGL077C_BY4742,1692
YGL078C_BY4742,1572
YGL079W_BY4742,657
YGL080W_BY4742,393
YGL081W_BY4742,963
YGL082W_BY4742,1146
YGL083W_BY4742,2415
YGL084C_BY4742,1683
YGL085W_BY4742,825
YGL086W_BY4742,2250
YGL087C_BY4742,499
YGL087C_mRNA,499
YGL088W_BY4742,366
YGL089C_BY4742,363
YGL090W_BY4742,1266
YGL091C_BY4742,987
YGL092W_BY4742,3954
YGL093W_BY4742,2754
YGL094C_BY4742,3348
YGL095C_BY4742,1734
YGL096W_BY4742,831
YGL097W_BY4742,1449
YGL098W_BY4742,738
YGL099W_BY4742,1923
YGL100W_BY4742,1050
YGL101W_BY4742,648
YGL102C_BY4742,429
YGL103W_BY4742,961
YGL103W_mRNA,961
YGL104C_BY4742,1461
YGL105W_BY4742,1131
YGL106W_BY4742,450
YGL107C_BY4742,1941
YGL108C_BY4742,423
YGL109W_BY4742,324
YGL110C_BY4742,1875
YGL111W_BY4742,1392
YGL112C_BY4742,1551
YGL113W_BY4742,2007
YGL114W_BY4742,2178
YGL115W_BY4742,969
YGL116W_BY4742,1833
YGL117W_BY4742,798
YGL118C_BY4742,438
YGL119W_BY4742,1506
YGL120C_BY4742,2304
YGL121C_BY4742,381
YGL122C_BY4742,1578
YGL123C-A_BY4742,231
YGL123W_BY4742,765
YGL124C_BY4742,1935
YGL125W_BY4742,1803
YGL126W_BY4742,1143
YGL127C_BY4742,384
YGL128C_BY4742,852
YGL129C_BY4742,1353
YGL130W_BY4742,1380
YGL131C_BY4742,4212
YGL132W_BY4742,336
YGL133W_BY4742,3795
YGL134W_BY4742,1302
YGL135W_BY4742,654
YGL136C_BY4742,963
YGL137W_BY4742,2870
YGL137W_mRNA,2870
YGL138C_BY4742,1038
YGL139W_BY4742,2409
YGL140C_BY4742,3660
YGL141W_BY4742,2733
YGL142C_BY4742,1851
YGL143C_BY4742,1242
YGL144C_BY4742,2058
YGL145W_BY4742,2106
YGL146C_BY4742,936
YGL147C_BY4742,576
YGL148W_BY4742,1131
YGL149W_BY4742,306
YGL150C_BY4742,4470
YGL151W_BY4742,3399
YGL152C_BY4742,678
YGL153W_BY4742,1026
YGL154C_BY4742,819
YGL155W_BY4742,1131
YGL156W_BY4742,3252
YGL157W_BY4742,1044
YGL158W_BY4742,1539
YGL159W_BY4742,1113
YGL160W_BY4742,1713
YGL161C_BY4742,933
YGL162W_BY4742,900
YGL163C_BY4742,2697
YGL164C_BY4742,1323
YGL165C_BY4742,579
YGL166W_BY4742,678
YGL167C_BY4742,2853
YGL168W_BY4742,333
YGL169W_BY4742,1281
YGL170C_BY4742,1242
YGL171W_BY4742,1695
YGL172W_BY4742,1419
YGL173C_BY4742,4587
YGL174W_BY4742,801
YGL175C_BY4742,1038
YGL176C_BY4742,1665
YGL177W_BY4742,348
YGL178W_BY4742,3220
YGL178W_mRNA,3220
YGL179C_BY4742,1683
YGL180W_BY4742,2694
YGL181W_BY4742,1191
YGL182C_BY4742,324
YGL183C_BY4742,743
YGL183C_mRNA,743
YGL184C_BY4742,1398
YGL185C_BY4742,1140
YGL186C_BY4742,1740
YGL187C_BY4742,810
YGL188C-A_BY4742,141
YGL188C_BY4742,174
YGL189C_BY4742,728
YGL190C_BY4742,1581
YGL191W_BY4742,390
YGL192W_BY4742,1803
YGL193C_BY4742,312
YGL194C-A_BY4742,243
YGL194C_BY4742,1359
YGL195W_BY4742,8019
YGL196W_BY4742,1287
YGL197W_BY4742,4464
YGL198W_BY4742,708
YGL199C_BY4742,471
YGL200C_BY4742,612
YGL201C_BY4742,3054
YGL202W_BY4742,1503
YGL203C_BY4742,2190
YGL204C_BY4742,306
YGL205W_BY4742,2247
YGL206C_BY4742,4962
YGL207W_BY4742,3108
YGL208W_BY4742,1248
YGL209W_BY4742,1149
YGL210W_BY4742,669
YGL211W_BY4742,1080
YGL212W_BY4742,951
YGL213C_BY4742,1194
YGL214W_BY4742,486
YGL215W_BY4742,1359
YGL216W_BY4742,2418
YGL217C_BY4742,342
YGL218W_BY4742,651
YGL219C_BY4742,1380
YGL220W_BY4742,363
YGL221C_BY4742,867
YGL222C_BY4742,528
YGL223C_BY4742,1254
YGL224C_BY4742,843
YGL225W_BY4742,1014
YGL226C-A_BY4742,410
YGL226C-A_mRNA,410
YGL226W_BY4742,372
YGL227W_BY4742,2877
YGL228W_BY4742,1734
YGL229C_BY4742,2457
YGL230C_BY4742,444
YGL231C_BY4742,573
YGL232W_BY4742,928
YGL232W_mRNA,928
YGL233W_BY4742,2733
YGL234W_BY4742,2409
YGL235W_BY4742,537
YGL236C_BY4742,2010
YGL237C_BY4742,798
YGL238W_BY4742,2883
YGL239C_BY4742,315
YGL240W_BY4742,753
YGL241W_BY4742,3015
YGL242C_BY4742,546
YGL243W_BY4742,1203
YGL244W_BY4742,1677
YGL245W_BY4742,2127
YGL246C_BY4742,1164
YGL247W_BY4742,594
YGL248W_BY4742,1110
YGL249W_BY4742,2115
YGL250W_BY4742,726
YGL251C_BY4742,3716
YGL251C_mRNA,3716
YGL252C_BY4742,1767
YGL253W_BY4742,1461
YGL254W_BY4742,900
YGL255W_BY4742,1131
YGL256W_BY4742,1149
YGL257C_BY4742,1677
YGL258W-A_BY4742,234
YGL258W_BY4742,621
YGL259W_BY4742,498
YGL260W_BY4742,231
YGL261C_BY4742,363
YGL262W_BY4742,528
YGL263W_BY4742,1143
YGR001C_BY4742,902
YGR001C_mRNA,902
YGR002C_BY4742,1431
YGR003W_BY4742,2235
YGR004W_BY4742,1389
YGR005C_BY4742,1203
YGR006W_BY4742,756
YGR007W_BY4742,972
YGR008C_BY4742,255
YGR009C_BY4742,1956
YGR010W_BY4742,1188
YGR011W_BY4742,327
YGR012W_BY4742,1182
YGR013W_BY4742,1863
YGR014W_BY4742,3921
YGR015C_BY4742,987
YGR016W_BY4742,573
YGR017W_BY4742,894
YGR018C_BY4742,330
YGR019W_BY4742,1416
YGR020C_BY4742,357
YGR021W_BY4742,873
YGR022C_BY4742,330
YGR023W_BY4742,1656
YGR024C_BY4742,714
YGR025W_BY4742,303
YGR026W_BY4742,837
YGR027C_BY4742,639
YGR027W-A_BY4742,1323
YGR027W-B_BY4742,5269
YGR027W-B_mRNA,5269
YGR028W_BY4742,1089
YGR029W_BY4742,653
YGR029W_mRNA,653
YGR030C_BY4742,477
YGR031C-A_BY4742,492
YGR031W_BY4742,1029
YGR032W_BY4742,5688
YGR033C_BY4742,720
YGR034W_BY4742,861
YGR034W_mRNA,861
YGR035C_BY4742,351
YGR035W-A_BY4742,222
YGR036C_BY4742,720
YGR037C_BY4742,264
YGR038C-A_BY4742,1323
YGR038C-B_BY4742,5269
YGR038C-B_mRNA,5269
YGR038W_BY4742,669
YGR039W_BY4742,312
YGR040W_BY4742,1107
YGR041W_BY4742,1644
YGR042W_BY4742,816
YGR043C_BY4742,1002
YGR044C_BY4742,903
YGR045C_BY4742,363
YGR046W_BY4742,1158
YGR047C_BY4742,3078
YGR048W_BY4742,1086
YGR049W_BY4742,564
YGR050C_BY4742,357
YGR051C_BY4742,324
YGR052W_BY4742,1110
YGR053C_BY4742,852
YGR054W_BY4742,1929
YGR055W_BY4742,1725
YGR056W_BY4742,2787
YGR057C_BY4742,729
YGR058W_BY4742,1008
YGR059W_BY4742,1539
YGR060W_BY4742,930
YGR061C_BY4742,4077
YGR062C_BY4742,951
YGR063C_BY4742,309
YGR064W_BY4742,369
YGR065C_BY4742,1782
YGR066C_BY4742,879
YGR067C_BY4742,2415
YGR068C_BY4742,1761
YGR068W-A_BY4742,96
YGR069W_BY4742,336
YGR070W_BY4742,3468
YGR071C_BY4742,2583
YGR072W_BY4742,1164
YGR073C_BY4742,372
YGR074W_BY4742,441
YGR075C_BY4742,729
YGR076C_BY4742,474
YGR077C_BY4742,1770
YGR078C_BY4742,600
YGR079W_BY4742,1113
YGR080W_BY4742,999
YGR081C_BY4742,633
YGR082W_BY4742,552
YGR083C_BY4742,1956
YGR084C_BY4742,1020
YGR085C_BY4742,525
YGR086C_BY4742,1020
YGR087C_BY4742,1692
YGR088W_BY4742,1689
YGR089W_BY4742,2811
YGR090W_BY4742,3714
YGR091W_BY4742,1485
YGR092W_BY4742,1719
YGR093W_BY4742,1524
YGR094W_BY4742,3315
YGR095C_BY4742,672
YGR096W_BY4742,945
YGR097W_BY4742,3441
YGR098C_BY4742,4893
YGR099W_BY4742,2067
YGR100W_BY4742,2853
YGR101W_BY4742,1041
YGR102C_BY4742,552
YGR103W_BY4742,1818
YGR104C_BY4742,924
YGR105W_BY4742,234
YGR106C_BY4742,798
YGR107W_BY4742,450
YGR108W_BY4742,1416
YGR109C_BY4742,1143
YGR109W-A_BY4742,873
YGR109W-B_BY4742,4645
YGR109W-B_mRNA,4645
YGR110W_BY4742,1338
YGR111W_BY4742,1203
YGR112W_BY4742,1170
YGR113W_BY4742,1032
YGR114C_BY4742,390
YGR115C_BY4742,780
YGR116W_BY4742,4356
YGR117C_BY4742,1431
YGR118W_BY4742,757
YGR118W_mRNA,757
YGR119C_BY4742,1626
YGR120C_BY4742,789
YGR121C_BY4742,1479
YGR121W-A_BY4742,216
YGR122C-A_BY4742,129
YGR122W_BY4742,1209
YGR123C_BY4742,1542
YGR124W_BY4742,1719
YGR125W_BY4742,3111
YGR126W_BY4742,693
YGR127W_BY4742,939
YGR128C_BY4742,2142
YGR129W_BY4742,648
YGR130C_BY4742,2451
YGR131W_BY4742,525
YGR132C_BY4742,864
YGR133W_BY4742,552
YGR134W_BY4742,3369
YGR135W_BY4742,777
YGR136W_BY4742,726
YGR137W_BY4742,375
YGR138C_BY4742,1845
YGR139W_BY4742,339
YGR140W_BY4742,2871
YGR141W_BY4742,1404
YGR142W_BY4742,1233
YGR143W_BY4742,2316
YGR144W_BY4742,981
YGR145W_BY4742,2124
YGR146C-A_BY4742,162
YGR146C_BY4742,636
YGR147C_BY4742,867
YGR148C_BY4742,860
YGR149W_BY4742,1299
YGR150C_BY4742,2595
YGR151C_BY4742,336
YGR152C_BY4742,819
YGR153W_BY4742,654
YGR154C_BY4742,1071
YGR155W_BY4742,1524
YGR156W_BY4742,1278
YGR157W_BY4742,2610
YGR158C_BY4742,753
YGR159C_BY4742,1245
YGR160W_BY4742,612
YGR161C-C_BY4742,1323
YGR161C-D_BY4742,5269
YGR161C-D_mRNA,5269
YGR161C_BY4742,792
YGR161W-A_BY4742,1317
YGR161W-B_BY4742,5314
YGR161W-B_mRNA,5314
YGR161W-C_BY4742,279
YGR162W_BY4742,2859
YGR163W_BY4742,1026
YGR164W_BY4742,336
YGR165W_BY4742,1038
YGR166W_BY4742,1683
YGR167W_BY4742,702
YGR168C_BY4742,1131
YGR169C-A_BY4742,279
YGR169C_BY4742,1215
YGR170W_BY4742,3417
YGR171C_BY4742,1728
YGR172C_BY4742,747
YGR173W_BY4742,1107
YGR174C_BY4742,513
YGR174W-A_BY4742,87
YGR175C_BY4742,1491
YGR176W_BY4742,348
YGR177C_BY4742,1608
YGR178C_BY4742,2169
YGR179C_BY4742,1221
YGR180C_BY4742,1038
YGR181W_BY4742,318
YGR182C_BY4742,354
YGR183C_BY4742,414
YGR183C_mRNA,414
YGR184C_BY4742,5853
YGR185C_BY4742,1185
YGR186W_BY4742,2208
YGR187C_BY4742,1185
YGR188C_BY4742,3066
YGR189C_BY4742,1524
YGR190C_BY4742,366
YGR191W_BY4742,1812
YGR192C_BY4742,999
YGR193C_BY4742,1233
YGR194C_BY4742,1803
YGR195W_BY4742,741
YGR196C_BY4742,2454
YGR197C_BY4742,1644
YGR198W_BY4742,2454
YGR199W_BY4742,2280
YGR200C_BY4742,2367
YGR201C_BY4742,678
YGR202C_BY4742,1275
YGR203W_BY4742,447
YGR204C-A_BY4742,114
YGR204W_BY4742,2841
YGR205W_BY4742,873
YGR206W_BY4742,306
YGR207C_BY4742,786
YGR208W_BY4742,930
YGR209C_BY4742,315
YGR210C_BY4742,1236
YGR211W_BY4742,1461
YGR212W_BY4742,1407
YGR213C_BY4742,954
YGR214W_BY4742,1214
YGR214W_mRNA,1214
YGR215W_BY4742,333
YGR216C_BY4742,1830
YGR217W_BY4742,6120
YGR218W_BY4742,3255
YGR219W_BY4742,342
YGR220C_BY4742,810
YGR221C_BY4742,1869
YGR222W_BY4742,882
YGR223C_BY4742,1347
YGR224W_BY4742,1842
YGR225W_BY4742,1875
YGR225W_mRNA,1875
YGR226C_BY4742,210
YGR227W_BY4742,1578
YGR228W_BY4742,345
YGR229C_BY4742,1518
YGR230W_BY4742,414
YGR231C_BY4742,933
YGR232W_BY4742,687
YGR233C_BY4742,3537
YGR234W_BY4742,1200
YGR235C_BY4742,702
YGR236C_BY4742,288
YGR237C_BY4742,2358
YGR238C_BY4742,2649
YGR239C_BY4742,867
YGR240C-A_BY4742,201
YGR240C_BY4742,2964
YGR241C_BY4742,1707
YGR242W_BY4742,309
YGR243W_BY4742,441
YGR244C_BY4742,1284
YGR245C_BY4742,2304
YGR246C_BY4742,1791
YGR247W_BY4742,720
YGR248W_BY4742,768
YGR249W_BY4742,1371
YGR250C_BY4742,2346
YGR251W_BY4742,591
YGR252W_BY4742,1320
YGR253C_BY4742,783
YGR254W_BY4742,1314
YGR255C_BY4742,1440
YGR256W_BY4742,1479
YGR257C_BY4742,1056
YGR258C_BY4742,3096
YGR259C_BY4742,441
YGR260W_BY4742,1605
YGR261C_BY4742,2430
YGR262C_BY4742,786
YGR263C_BY4742,1275
YGR264C_BY4742,2256
YGR265W_BY4742,411
YGR266W_BY4742,2106
YGR267C_BY4742,732
YGR268C_BY4742,597
YGR269W_BY4742,327
YGR270C-A_BY4742,219
YGR270W_BY4742,4140
YGR271C-A_BY4742,702
YGR271W_BY4742,5904
YGR273C_BY4742,525
YGR274C_BY4742,3201
YGR275W_BY4742,474
YGR276C_BY4742,1662
YGR277C_BY4742,918
YGR278W_BY4742,1734
YGR279C_BY4742,1161
YGR280C_BY4742,816
YGR281W_BY4742,4434
YGR282C_BY4742,942
YGR283C_BY4742,1026
YGR284C_BY4742,933
YGR285C_BY4742,1302
YGR286C_BY4742,1128
YGR287C_BY4742,1770
YGR288W_BY4742,1422
YGR289C_BY4742,1851
YGR290W_BY4742,444
YGR291C_BY4742,222
YGR292W_BY4742,1755
YGR293C_BY4742,462
YGR294W_BY4742,363
YGR295C_BY4742,1146
YGR296C-A_BY4742,576
YGR296C-B_BY4742,483
YGR296W_BY4742,5728
YGR296W_mRNA,5728
YHL001W_BY4742,815
YHL001W_mRNA,815
YHL002C-A_BY4742,489
YHL002W_BY4742,1359
YHL003C_BY4742,1236
YHL004W_BY4742,1185
YHL005C_BY4742,393
YHL006C_BY4742,453
YHL006W-A_BY4742,354
YHL007C_BY4742,2820
YHL008C_BY4742,1884
YHL009C_BY4742,993
YHL009W-A_BY4742,1242
YHL009W-B_BY4742,5410
YHL009W-B_mRNA,5410
YHL010C_BY4742,1758
YHL011C_BY4742,963
YHL012W_BY4742,1482
YHL013C_BY4742,924
YHL014C_BY4742,1218
YHL015W-A_BY4742,84
YHL015W_BY4742,366
YHL016C_BY4742,2208
YHL017W_BY4742,1599
YHL018W_BY4742,363
YHL019C_BY4742,1818
YHL019W-A_BY4742,594
YHL020C_BY4742,1215
YHL021C_BY4742,1398
YHL022C_BY4742,1197
YHL023C_BY4742,3441
YHL024W_BY4742,2142
YHL025W_BY4742,999
YHL026C_BY4742,948
YHL027W_BY4742,1878
YHL028W_BY4742,1818
YHL029C_BY4742,2040
YHL030W-A_BY4742,462
YHL030W_BY4742,5607
YHL031C_BY4742,672
YHL032C_BY4742,2130
YHL033C_BY4742,771
YHL034C_BY4742,885
YHL034W-A_BY4742,462
YHL035C_BY4742,4779
YHL036W_BY4742,1641
YHL037C_BY4742,402
YHL038C_BY4742,1893
YHL039W_BY4742,1758
YHL040C_BY4742,1884
YHL041W_BY4742,450
YHL042W_BY4742,453
YHL043W_BY4742,513
YHL044W_BY4742,708
YHL045W_BY4742,348
YHL046C_BY4742,363
YHL046W-A_BY4742,327
YHL047C_BY4742,1863
YHL048C-A_BY4742,135
YHL048W_BY4742,1146
YHL049C_BY4742,816
YHL050C_BY4742,2867
YHL050C_mRNA,2867
YHL050W-A_BY4742,483
YHR001W-A_BY4742,297
YHR001W-A_mRNA,297
YHR001W_BY4742,1314
YHR002W_BY4742,1074
YHR003C_BY4742,1290
YHR004C_BY4742,1341
YHR005C-A_BY4742,282
YHR005C_BY4742,1419
YHR006W_BY4742,1626
YHR007C-A_BY4742,216
YHR007C_BY4742,1593
YHR008C_BY4742,702
YHR009C_BY4742,1572
YHR010W_BY4742,972
YHR010W_mRNA,972
YHR011W_BY4742,1341
YHR012W_BY4742,968
YHR012W_mRNA,968
YHR013C_BY4742,717
YHR014W_BY4742,876
YHR015W_BY4742,1980
YHR016C_BY4742,1575
YHR016C_mRNA,1575
YHR017W_BY4742,1158
YHR018C_BY4742,1392
YHR019C_BY4742,1665
YHR020W_BY4742,2067
YHR021C_BY4742,799
YHR021C_mRNA,799
YHR021W-A_BY4742,456
YHR022C-A_BY4742,90
YHR022C_BY4742,771
YHR023W_BY4742,5787
YHR024C_BY4742,1449
YHR025W_BY4742,1074
YHR026W_BY4742,642
YHR027C_BY4742,2982
YHR028C_BY4742,2457
YHR028W-A_BY4742,321
YHR029C_BY4742,885
YHR030C_BY4742,1455
YHR031C_BY4742,2172
YHR032C-A_BY4742,120
YHR032W-A_BY4742,180
YHR032W_BY4742,1746
YHR033W_BY4742,1272
YHR034C_BY4742,1035
YHR035W_BY4742,1893
YHR036W_BY4742,1416
YHR037W_BY4742,1728
YHR038W_BY4742,693
YHR039C-A_BY4742,507
YHR039C-A_mRNA,507
YHR039C_BY4742,1935
YHR040W_BY4742,1101
YHR041C_BY4742,734
YHR041C_mRNA,734
YHR042W_BY4742,2076
YHR043C_BY4742,741
YHR044C_BY4742,741
YHR045W_BY4742,1683
YHR046C_BY4742,888
YHR047C_BY4742,2571
YHR048W_BY4742,1545
YHR049C-A_BY4742,297
YHR049W_BY4742,732
YHR050W-A_BY4742,171
YHR050W_BY4742,1650
YHR051W_BY4742,447
YHR052W-A_BY4742,195
YHR052W_BY4742,1131
YHR053C_BY4742,186
YHR054C_BY4742,1065
YHR054W-A_BY4742,195
YHR055C_BY4742,186
YHR056C_BY4742,2652
YHR056W-A_BY4742,435
YHR057C_BY4742,618
YHR058C_BY4742,888
YHR059W_BY4742,393
YHR060W_BY4742,546
YHR061C_BY4742,945
YHR062C_BY4742,882
YHR063C_BY4742,1140
YHR063W-A_BY4742,336
YHR064C_BY4742,1617
YHR065C_BY4742,1506
YHR066W_BY4742,1362
YHR067W_BY4742,843
YHR068W_BY4742,1164
YHR069C-A_BY4742,363
YHR069C_BY4742,1080
YHR070C-A_BY4742,411
YHR070W_BY4742,1500
YHR071C-A_BY4742,321
YHR071W_BY4742,690
YHR072W-A_BY4742,177
YHR072W_BY4742,2196
YHR073C-B_BY4742,81
YHR073W-A_BY4742,177
YHR073W_BY4742,2991
YHR074W_BY4742,2145
YHR075C_BY4742,1203
YHR076W_BY4742,1125
YHR076W_mRNA,1125
YHR077C_BY4742,3383
YHR077C_mRNA,3383
YHR078W_BY4742,1659
